Id,Weekly_Sales
15_12_2012-11-02,3178.759300000001
15_11_2012-11-02,11647.5029
15_10_2012-11-02,11113.329700000004
15_9_2012-11-02,12348.994399999998
15_8_2012-11-02,20763.65959999997
15_7_2012-11-02,22788.71200000001
15_6_2012-11-02,2606.146200000001
15_5_2012-11-02,18961.74299999999
15_4_2012-11-02,13561.52109999999
15_29_2012-11-02,4237.190200000003
23_80_2012-11-02,1712.4194
3_14_2012-11-02,4897.612499999998
3_17_2012-11-02,2595.9927000000007
20_72_2012-11-02,131366.28819999986
20_74_2012-11-02,20427.98529999999
20_79_2012-11-02,39360.703699999984
20_80_2012-11-02,41847.34839999996
20_81_2012-11-02,35835.598500000015
20_82_2012-11-02,32668.798000000003
20_83_2012-11-02,4993.618099999995
20_85_2012-11-02,4327.491099999998
20_87_2012-11-02,57691.96999999998
20_90_2012-11-02,105757.03339999999
20_71_2012-11-02,7682.279999999993
20_91_2012-11-02,82139.29970000005
20_93_2012-11-02,53754.57839999999
20_94_2012-11-02,57209.065800000004
20_95_2012-11-02,145453.30719999998
20_97_2012-11-02,25638.188000000002
20_98_2012-11-02,21033.62899999999
20_99_2012-11-02,184.89709999999997
3_54_2012-11-02,32.91600000000005
3_52_2012-11-02,1057.610599999999
3_49_2012-11-02,14.156600000000005
3_46_2012-11-02,6310.500200000006
20_92_2012-11-02,187022.02520000006
20_67_2012-11-02,14157.827599999997
20_60_2012-11-02,565.5700000000002
20_59_2012-11-02,915.1868000000002
20_30_2012-11-02,4198.345499999998
20_31_2012-11-02,3478.9806999999983
20_32_2012-11-02,12781.043299999988
20_33_2012-11-02,10110.390499999998
20_34_2012-11-02,18695.2681
20_35_2012-11-02,5468.3534
20_36_2012-11-02,2501.5170000000026
20_37_2012-11-02,4654.001199999999
20_38_2012-11-02,113451.14140000007
20_40_2012-11-02,89436.20639999998
20_41_2012-11-02,9164.625899999992
20_42_2012-11-02,9944.137500000008
20_44_2012-11-02,8707.577100000006
20_45_2012-11-02,20.412300000000013
20_46_2012-11-02,32299.716699999975
20_48_2012-11-02,4699.038899999999
20_49_2012-11-02,19359.05389999998
20_50_2012-11-02,2531.9262000000012
20_52_2012-11-02,2696.5369999999994
20_54_2012-11-02,38.866800000000005
20_55_2012-11-02,21308.004999999983
20_56_2012-11-02,761.8711999999999
20_58_2012-11-02,3363.47
3_44_2012-11-02,2583.5819000000015
3_16_2012-11-02,3824.7487
3_42_2012-11-02,5103.898199999998
3_40_2012-11-02,20624.778500000004
31_87_2012-11-02,10535.893500000007
31_90_2012-11-02,90702.79480000005
31_91_2012-11-02,69787.47440000004
31_92_2012-11-02,138605.54799999992
31_93_2012-11-02,61573.67820000001
31_94_2012-11-02,65150.9675
31_95_2012-11-02,102363.68150000002
31_96_2012-11-02,27864.488700000005
31_97_2012-11-02,31647.941899999998
31_98_2012-11-02,10502.083699999994
31_85_2012-11-02,1149.7948000000004
31_99_2012-11-02,112.60120000000006
3_27_2012-11-02,610.8723
3_26_2012-11-02,4012.0595000000003
3_25_2012-11-02,4498.016
3_24_2012-11-02,3208.723999999998
3_23_2012-11-02,13865.0963
3_22_2012-11-02,4202.948999999999
3_21_2012-11-02,1455.9043000000006
3_20_2012-11-02,1921.0583000000001
3_19_2012-11-02,602.0879000000001
3_18_2012-11-02,4969.615000000005
3_28_2012-11-02,232.6027
31_83_2012-11-02,8406.752
31_82_2012-11-02,18248.483500000002
31_81_2012-11-02,24434.042200000025
3_38_2012-11-02,91591.12030000002
3_36_2012-11-02,771.0510999999999
3_35_2012-11-02,1326.6277999999993
3_34_2012-11-02,5134.605299999995
3_33_2012-11-02,3690.211299999998
3_32_2012-11-02,4136.3279999999995
3_31_2012-11-02,1084.1163000000004
3_30_2012-11-02,1054.2783999999995
3_29_2012-11-02,1514.6575999999973
31_46_2012-11-02,24109.486500000017
31_49_2012-11-02,9072.455300000001
31_52_2012-11-02,692.7321000000004
31_55_2012-11-02,8968.348000000005
31_56_2012-11-02,623.6182999999995
31_58_2012-11-02,2302.05
31_59_2012-11-02,461.3357999999998
31_60_2012-11-02,353.58999999999986
31_67_2012-11-02,5801.403799999989
31_71_2012-11-02,5122.194399999997
31_72_2012-11-02,49952.808199999985
31_74_2012-11-02,13565.437000000009
31_79_2012-11-02,40313.949
31_80_2012-11-02,19389.715200000002
3_41_2012-11-02,607.1257
23_81_2012-11-02,8723.979500000001
23_82_2012-11-02,23835.096599999997
23_83_2012-11-02,913.9653999999989
2_81_2012-11-02,29739.887699999992
2_82_2012-11-02,23577.227200000027
2_83_2012-11-02,4972.6029999999955
2_85_2012-11-02,2898.5531999999994
2_87_2012-11-02,25822.920999999995
2_90_2012-11-02,101065.42829999999
2_91_2012-11-02,80510.86989999996
2_92_2012-11-02,182434.33799999996
2_93_2012-11-02,76094.01359999998
2_94_2012-11-02,68603.28279999997
2_80_2012-11-02,25814.703899999986
2_95_2012-11-02,136851.61980000001
2_97_2012-11-02,41652.326499999996
2_98_2012-11-02,13901.1061
2_99_2012-11-02,194.34499999999997
21_98_2012-11-02,142.36819999999983
21_97_2012-11-02,3366.9929999999977
21_95_2012-11-02,36718.7941
21_94_2012-11-02,722.6437
21_93_2012-11-02,632.9795000000006
21_92_2012-11-02,27094.771200000003
21_91_2012-11-02,6475.6796
2_96_2012-11-02,32644.026199999993
2_79_2012-11-02,31352.974499999968
2_74_2012-11-02,14957.505400000002
2_72_2012-11-02,89318.13979999996
2_32_2012-11-02,9241.843700000003
2_33_2012-11-02,9301.127100000018
2_34_2012-11-02,16703.2452
2_35_2012-11-02,3316.9625000000005
2_36_2012-11-02,1768.0427999999988
2_37_2012-11-02,4576.944099999997
2_38_2012-11-02,75363.4569
2_40_2012-11-02,77164.93480000006
2_41_2012-11-02,2436.860899999999
2_42_2012-11-02,8593.777900000003
2_44_2012-11-02,8660.075300000006
2_46_2012-11-02,27662.563199999997
2_48_2012-11-02,2515.2297
2_49_2012-11-02,12633.756199999996
2_52_2012-11-02,4229.122300000002
2_54_2012-11-02,49.2966
2_55_2012-11-02,13502.93400000001
2_56_2012-11-02,1079.8321000000003
2_58_2012-11-02,23461.965
2_59_2012-11-02,591.0778000000003
2_60_2012-11-02,293.86259999999993
2_67_2012-11-02,10307.286199999999
2_71_2012-11-02,4196.347699999998
21_90_2012-11-02,11899.254799999997
2_31_2012-11-02,3551.8743000000018
21_87_2012-11-02,7356.3004
21_83_2012-11-02,174.3868
35_56_2012-11-02,203.13760000000002
35_55_2012-11-02,11293.414800000004
35_54_2012-11-02,34.539800000000014
35_52_2012-11-02,1209.6143000000002
35_46_2012-11-02,14031.197399999995
35_44_2012-11-02,1586.3905000000007
35_42_2012-11-02,7693.6955999999955
35_41_2012-11-02,1371.8295000000005
35_40_2012-11-02,33740.21819999997
35_38_2012-11-02,38401.68520000001
35_58_2012-11-02,1795.73
35_36_2012-11-02,3141.0499
35_34_2012-11-02,20074.81970000001
35_33_2012-11-02,9892.2177
35_32_2012-11-02,5018.789299999999
35_31_2012-11-02,3455.3502999999987
35_30_2012-11-02,4185.418800000002
35_29_2012-11-02,7630.454900000001
35_28_2012-11-02,1006.9013999999993
35_27_2012-11-02,1852.9869999999992
35_26_2012-11-02,12952.898800000003
35_25_2012-11-02,13397.295600000007
35_35_2012-11-02,2774.7445999999986
35_59_2012-11-02,236.20869999999996
35_60_2012-11-02,66.697
35_67_2012-11-02,4798.100200000006
21_82_2012-11-02,15142.988100000002
21_81_2012-11-02,5854.9908
21_80_2012-11-02,136.28609999999978
21_79_2012-11-02,21082.565899999983
21_74_2012-11-02,10049.669300000001
21_72_2012-11-02,40829.121
21_71_2012-11-02,4499.118900000001
21_67_2012-11-02,4341.535399999999
21_60_2012-11-02,186.34599999999998
21_59_2012-11-02,465.28420000000006
21_56_2012-11-02,570.4221000000001
21_55_2012-11-02,10475.0844
21_52_2012-11-02,2617.0679999999993
21_49_2012-11-02,9073.052500000003
21_46_2012-11-02,18051.282799999983
21_44_2012-11-02,4651.006899999998
21_42_2012-11-02,5335.4299
21_41_2012-11-02,2999.7590999999984
21_40_2012-11-02,39876.627700000005
21_38_2012-11-02,33985.8986
35_74_2012-11-02,17972.19389999999
35_72_2012-11-02,80157.05429999995
35_71_2012-11-02,9591.14729999999
21_85_2012-11-02,963.2180999999999
2_30_2012-11-02,3848.8549999999996
2_29_2012-11-02,6561.0809
2_28_2012-11-02,941.9888000000007
38_4_2012-11-02,11225.427799999996
38_5_2012-11-02,338.94779999999975
38_6_2012-11-02,28.570200000000018
38_7_2012-11-02,228.9182000000001
38_8_2012-11-02,10701.4632
38_9_2012-11-02,47.504000000000005
38_10_2012-11-02,353.2450000000001
38_11_2012-11-02,859.5226999999999
38_12_2012-11-02,46.93539999999998
38_13_2012-11-02,10891.294500000004
38_3_2012-11-02,397.88969999999995
38_14_2012-11-02,850.7440000000003
38_17_2012-11-02,531.8979000000003
38_18_2012-11-02,671.3278999999998
38_21_2012-11-02,1006.2996000000011
38_23_2012-11-02,103.28980000000003
38_25_2012-11-02,48.076300000000046
38_28_2012-11-02,67.90260000000004
38_29_2012-11-02,22.53750000000001
38_31_2012-11-02,58.4275
38_32_2012-11-02,46.99510000000005
38_33_2012-11-02,12.789700000000005
38_16_2012-11-02,633.444
38_2_2012-11-02,12068.646999999999
38_1_2012-11-02,10847.513500000008
35_79_2012-11-02,23852.116399999995
23_85_2012-11-02,4408.6221
23_87_2012-11-02,36289.052400000015
23_90_2012-11-02,25148.341700000008
23_91_2012-11-02,25571.157100000004
23_92_2012-11-02,76048.55899999994
23_93_2012-11-02,2134.4431999999997
23_95_2012-11-02,52394.93210000002
23_96_2012-11-02,13750.238700000005
23_97_2012-11-02,6974.208800000001
23_98_2012-11-02,191.32330000000005
35_98_2012-11-02,66.45860000000005
35_97_2012-11-02,2968.553999999999
35_95_2012-11-02,35047.99449999997
35_93_2012-11-02,1043.5582000000004
35_92_2012-11-02,34603.95660000001
35_91_2012-11-02,5413.983600000004
35_90_2012-11-02,12816.585899999998
35_87_2012-11-02,14133.803899999997
35_85_2012-11-02,1534.4697999999999
35_83_2012-11-02,1812.815999999999
35_82_2012-11-02,9789.542199999996
35_81_2012-11-02,6528.508699999998
35_80_2012-11-02,44.985599999999984
38_38_2012-11-02,72502.55340000002
38_40_2012-11-02,18196.883400000006
38_42_2012-11-02,106.26440000000001
38_46_2012-11-02,5018.721200000005
2_4_2012-11-02,45332.44249999995
2_5_2012-11-02,36946.37340000001
2_6_2012-11-02,4785.957699999996
2_7_2012-11-02,48578.7584
2_8_2012-11-02,59273.12450000002
2_9_2012-11-02,35460.702899999975
2_10_2012-11-02,36840.00650000004
2_11_2012-11-02,22732.858899999963
2_12_2012-11-02,6914.962200000005
2_13_2012-11-02,46300.47810000001
2_14_2012-11-02,20478.905100000025
2_16_2012-11-02,6829.396499999997
2_17_2012-11-02,13451.34749999999
2_18_2012-11-02,24103.848299999998
2_19_2012-11-02,3799.581699999999
2_20_2012-11-02,4415.992200000003
2_21_2012-11-02,8888.723699999997
2_22_2012-11-02,13452.38529999999
2_23_2012-11-02,30614.597800000007
2_24_2012-11-02,9399.079399999993
2_25_2012-11-02,13433.756099999993
2_26_2012-11-02,11951.790000000012
2_27_2012-11-02,2315.1515999999983
2_3_2012-11-02,11233.518099999994
20_29_2012-11-02,8681.327900000006
2_2_2012-11-02,62842.75640000004
38_98_2012-11-02,5337.903999999998
38_49_2012-11-02,6.184300000000008
38_52_2012-11-02,18.7723
38_56_2012-11-02,223.91459999999998
38_59_2012-11-02,70.33059999999999
38_60_2012-11-02,411.18600000000004
38_67_2012-11-02,788.8920000000002
38_72_2012-11-02,292.9588999999999
38_74_2012-11-02,282.6530000000001
38_79_2012-11-02,9000.9899
38_80_2012-11-02,11410.824099999994
38_81_2012-11-02,10644.46150000001
38_82_2012-11-02,6253.494099999995
38_83_2012-11-02,2525.213900000002
38_85_2012-11-02,49.730499999999985
38_87_2012-11-02,712.7438000000005
38_90_2012-11-02,38560.27560000002
38_91_2012-11-02,26706.193599999995
38_92_2012-11-02,50768.895300000004
38_93_2012-11-02,20706.913800000002
38_94_2012-11-02,21611.0588
38_95_2012-11-02,42672.23159999997
38_96_2012-11-02,12560.182599999998
38_97_2012-11-02,10440.9741
2_1_2012-11-02,43779.61179999998
35_24_2012-11-02,9470.618299999995
20_28_2012-11-02,1387.2118000000014
20_26_2012-11-02,15498.612799999986
40_24_2012-11-02,3520.3739000000037
40_23_2012-11-02,14562.91880000001
40_22_2012-11-02,6228.1432999999915
40_21_2012-11-02,6753.629300000001
40_20_2012-11-02,2932.437099999999
40_18_2012-11-02,7765.422300000005
40_17_2012-11-02,8935.465800000004
40_16_2012-11-02,4041.5712000000035
40_14_2012-11-02,12021.400200000002
40_13_2012-11-02,21778.854199999987
40_25_2012-11-02,7587.761500000001
40_12_2012-11-02,3698.8923
40_10_2012-11-02,31263.162799999947
40_9_2012-11-02,19364.04160000001
40_8_2012-11-02,36621.12740000002
40_7_2012-11-02,19970.82049999998
40_6_2012-11-02,2954.284599999999
40_5_2012-11-02,19269.48130000001
40_4_2012-11-02,25226.850699999995
40_3_2012-11-02,5265.230800000002
40_2_2012-11-02,26407.777699999973
40_1_2012-11-02,25847.374599999985
40_11_2012-11-02,15065.222000000003
40_26_2012-11-02,4580.237100000003
40_27_2012-11-02,1325.5406999999998
40_28_2012-11-02,369.3761999999999
40_59_2012-11-02,213.54479999999984
40_58_2012-11-02,5656.4128
40_56_2012-11-02,581.8684000000002
40_55_2012-11-02,10531.976400000007
40_52_2012-11-02,1000.8472000000007
40_49_2012-11-02,50.56869999999997
40_48_2012-11-02,1058.48
40_46_2012-11-02,8349.727599999995
40_45_2012-11-02,17.61400000000003
40_44_2012-11-02,3828.3812999999996
40_42_2012-11-02,4600.459299999999
40_41_2012-11-02,227.48929999999996
40_40_2012-11-02,35127.90279999998
40_38_2012-11-02,37292.06250000001
40_37_2012-11-02,3524.5666000000015
40_36_2012-11-02,837.4468000000005
40_35_2012-11-02,1732.4653000000008
40_34_2012-11-02,6400.258100000003
40_33_2012-11-02,3058.3761999999983
40_32_2012-11-02,4059.3712999999975
40_31_2012-11-02,1292.8658000000003
40_30_2012-11-02,2097.181099999999
40_29_2012-11-02,2902.101900000001
45_98_2012-11-02,737.3974000000003
40_60_2012-11-02,178.36900000000003
45_97_2012-11-02,6238.575399999998
45_94_2012-11-02,4087.418999999999
45_36_2012-11-02,2417.1149000000005
45_35_2012-11-02,2215.041199999999
45_34_2012-11-02,14160.028099999994
45_33_2012-11-02,5711.399900000006
45_32_2012-11-02,4309.709700000004
45_31_2012-11-02,2846.609799999999
45_30_2012-11-02,2573.7732999999967
45_29_2012-11-02,5556.706499999995
45_28_2012-11-02,1017.5427999999998
45_27_2012-11-02,1692.1307000000004
45_38_2012-11-02,52670.81549999998
45_26_2012-11-02,9402.347800000007
45_24_2012-11-02,6817.946300000003
45_23_2012-11-02,25076.86119999997
45_22_2012-11-02,8424.967599999998
45_21_2012-11-02,3705.302599999999
45_20_2012-11-02,4022.3798000000006
45_19_2012-11-02,1338.7581000000005
45_18_2012-11-02,10304.271099999989
45_17_2012-11-02,10826.061499999989
45_16_2012-11-02,3409.572100000002
45_14_2012-11-02,12029.471099999992
45_25_2012-11-02,8566.947799999998
45_40_2012-11-02,39409.594400000045
45_41_2012-11-02,2572.989200000001
45_42_2012-11-02,4785.193400000005
45_93_2012-11-02,1825.7591999999993
45_92_2012-11-02,53537.78000000006
45_91_2012-11-02,16776.187400000006
45_90_2012-11-02,25882.822399999994
45_87_2012-11-02,7688.879699999998
45_85_2012-11-02,1595.9004000000007
45_83_2012-11-02,594.5823000000001
45_82_2012-11-02,14176.3055
45_81_2012-11-02,14367.312399999988
45_80_2012-11-02,714.1423
45_79_2012-11-02,15508.554399999997
45_74_2012-11-02,10087.257900000004
45_72_2012-11-02,41816.839300000036
45_71_2012-11-02,3624.5254
45_67_2012-11-02,5840.469699999996
45_60_2012-11-02,187.28000000000003
45_59_2012-11-02,301.24240000000003
45_58_2012-11-02,2171.65
45_56_2012-11-02,450.22949999999963
45_55_2012-11-02,7869.110500000006
24_52_2012-11-02,1219.0755
45_46_2012-11-02,12378.320699999997
45_44_2012-11-02,2832.249400000001
45_95_2012-11-02,50845.61850000001
45_13_2012-11-02,27274.820999999985
40_67_2012-11-02,6218.584899999996
40_72_2012-11-02,38489.27899999996
10_93_2012-11-02,1251.4409999999998
10_92_2012-11-02,56713.176899999984
10_91_2012-11-02,11884.899400000004
10_90_2012-11-02,15234.700099999998
10_87_2012-11-02,29284.344200000003
10_85_2012-11-02,3216.309299999998
10_83_2012-11-02,250.0204999999998
10_82_2012-11-02,22215.8535
10_81_2012-11-02,10078.90980000001
10_80_2012-11-02,445.52230000000003
10_94_2012-11-02,1667.8216999999995
10_79_2012-11-02,36766.242400000054
10_72_2012-11-02,140690.9515
10_71_2012-11-02,14538.456000000006
10_67_2012-11-02,11075.272299999988
10_60_2012-11-02,516.7569999999998
10_59_2012-11-02,794.3462
10_58_2012-11-02,5206.655
10_56_2012-11-02,713.6520999999995
10_55_2012-11-02,21937.05410000003
10_54_2012-11-02,57.066400000000016
10_52_2012-11-02,4874.3172
10_74_2012-11-02,38108.33470000002
10_95_2012-11-02,65190.168400000024
10_96_2012-11-02,13344.14599999999
10_97_2012-11-02,5003.645700000002
14_59_2012-11-02,731.2266000000006
14_60_2012-11-02,391.5820000000001
14_67_2012-11-02,11748.473099999994
14_71_2012-11-02,7655.164699999999
14_72_2012-11-02,117548.90110000008
14_74_2012-11-02,22038.47470000002
14_79_2012-11-02,32994.167199999996
14_80_2012-11-02,32992.424399999996
14_81_2012-11-02,35792.927999999985
14_82_2012-11-02,27070.100600000016
14_83_2012-11-02,9273.293400000002
14_85_2012-11-02,1816.6722999999995
14_87_2012-11-02,19557.591899999992
14_90_2012-11-02,98818.88870000002
14_91_2012-11-02,82193.80799999998
14_92_2012-11-02,188317.69500000007
14_93_2012-11-02,53931.61409999998
14_94_2012-11-02,52655.084899999994
14_95_2012-11-02,123674.94879999995
14_97_2012-11-02,22958.139299999988
14_98_2012-11-02,16360.342199999997
14_99_2012-11-02,165.34080000000003
10_98_2012-11-02,404.1787000000001
10_50_2012-11-02,4277.2078
40_71_2012-11-02,2327.7712999999967
10_49_2012-11-02,19120.852799999997
23_2_2012-11-02,67476.4925
23_31_2012-11-02,4952.508000000004
23_32_2012-11-02,9948.169200000002
23_33_2012-11-02,11886.944899999997
34_1_2012-11-02,29009.64140000001
40_99_2012-11-02,192.59050000000002
40_98_2012-11-02,8085.512799999992
40_97_2012-11-02,17084.562099999996
40_96_2012-11-02,14147.547200000005
40_95_2012-11-02,62308.46630000001
40_94_2012-11-02,33969.592500000006
23_30_2012-11-02,6231.896999999997
40_93_2012-11-02,30759.175100000004
40_91_2012-11-02,46151.32829999998
40_90_2012-11-02,67097.31299999998
40_87_2012-11-02,25094.112000000012
40_85_2012-11-02,1673.1228000000006
40_83_2012-11-02,2722.189899999997
40_82_2012-11-02,15148.8915
40_81_2012-11-02,19760.948900000007
40_80_2012-11-02,15727.337899999999
40_79_2012-11-02,12861.109000000006
40_74_2012-11-02,10092.128299999988
40_92_2012-11-02,106726.97100000002
23_29_2012-11-02,12173.587700000005
23_28_2012-11-02,1801.0544999999993
23_27_2012-11-02,4558.916300000008
23_3_2012-11-02,13702.305900000001
23_4_2012-11-02,27438.623799999998
23_5_2012-11-02,42195.73899999997
23_6_2012-11-02,4983.793600000002
23_7_2012-11-02,35632.09479999999
23_8_2012-11-02,40253.86889999994
23_9_2012-11-02,47675.5477
23_10_2012-11-02,29878.52639999999
23_11_2012-11-02,27654.161
23_12_2012-11-02,4593.2739999999985
23_13_2012-11-02,37313.84559999999
23_14_2012-11-02,36576.462099999975
23_16_2012-11-02,5436.047099999995
23_17_2012-11-02,29283.30810000002
23_18_2012-11-02,21188.3846
23_19_2012-11-02,1213.9965000000002
23_20_2012-11-02,11187.219799999995
23_21_2012-11-02,10153.8177
23_22_2012-11-02,23086.92260000002
23_23_2012-11-02,52493.104499999965
23_24_2012-11-02,12440.292500000007
23_25_2012-11-02,16733.983399999994
23_26_2012-11-02,15379.864199999985
23_1_2012-11-02,42024.40139999999
45_12_2012-11-02,3817.3355000000006
45_11_2012-11-02,14645.830000000009
45_10_2012-11-02,13975.051799999985
3_81_2012-11-02,1785.3094000000003
3_79_2012-11-02,7088.908499999994
3_74_2012-11-02,3616.166800000002
3_72_2012-11-02,29322.505500000003
3_71_2012-11-02,1467.7909000000009
3_67_2012-11-02,2263.035400000001
3_60_2012-11-02,122.78600000000004
3_59_2012-11-02,108.66669999999993
3_56_2012-11-02,462.67810000000014
3_55_2012-11-02,8773.287799999995
3_82_2012-11-02,7600.394499999998
31_1_2012-11-02,31893.358100000023
31_3_2012-11-02,7461.884900000004
31_4_2012-11-02,35321.534399999975
31_5_2012-11-02,21628.17030000001
31_6_2012-11-02,1738.265200000001
31_7_2012-11-02,20269.199300000007
31_8_2012-11-02,26510.127400000012
31_9_2012-11-02,7904.0602
31_10_2012-11-02,19185.773999999987
31_11_2012-11-02,9816.866200000004
31_12_2012-11-02,2561.8485000000014
31_2_2012-11-02,60011.133099999985
3_85_2012-11-02,463.94500000000045
3_87_2012-11-02,1284.0496000000007
3_90_2012-11-02,1755.2143999999992
6_18_2012-11-02,21293.426899999973
6_17_2012-11-02,15344.59349999999
6_16_2012-11-02,6845.950499999994
6_14_2012-11-02,21933.53550000001
6_13_2012-11-02,36856.073000000026
6_12_2012-11-02,5743.813200000001
6_11_2012-11-02,22496.8558
6_10_2012-11-02,44464.37189999997
6_9_2012-11-02,55639.02349999994
6_8_2012-11-02,49032.19819999996
6_7_2012-11-02,34287.0952
6_6_2012-11-02,4865.938099999996
6_5_2012-11-02,38295.16139999999
6_4_2012-11-02,34622.14560000004
6_3_2012-11-02,11323.445999999998
6_2_2012-11-02,50040.58909999998
6_1_2012-11-02,32670.82330000001
3_97_2012-11-02,482.77819999999997
3_96_2012-11-02,3528.3399000000004
3_95_2012-11-02,15230.907499999994
3_94_2012-11-02,217.51220000000004
3_92_2012-11-02,9604.839199999997
3_91_2012-11-02,302.57380000000023
31_13_2012-11-02,46051.10589999998
6_19_2012-11-02,3046.369100000001
31_14_2012-11-02,16878.316000000003
31_17_2012-11-02,8699.317199999994
20_3_2012-11-02,12090.277400000006
20_4_2012-11-02,54636.20179999992
20_5_2012-11-02,48342.311899999964
20_6_2012-11-02,6403.282400000002
20_7_2012-11-02,73295.04410000004
20_8_2012-11-02,82649.8651
20_9_2012-11-02,42802.090299999996
20_10_2012-11-02,46564.500800000016
20_11_2012-11-02,24204.13869999999
20_12_2012-11-02,7547.467600000006
20_2_2012-11-02,78661.95320000002
20_13_2012-11-02,59348.012400000014
20_16_2012-11-02,4742.770699999996
20_17_2012-11-02,21329.019100000012
20_18_2012-11-02,21071.326699999972
20_19_2012-11-02,-11.530100000000012
20_20_2012-11-02,5904.0794000000005
20_21_2012-11-02,13627.087400000002
20_22_2012-11-02,14198.29069999998
20_23_2012-11-02,40737.68470000004
20_24_2012-11-02,8699.922099999994
20_25_2012-11-02,19343.088699999975
20_14_2012-11-02,25761.579499999956
20_1_2012-11-02,46162.16319999996
31_44_2012-11-02,2658.2379999999994
31_42_2012-11-02,5420.2572999999975
31_18_2012-11-02,12063.495499999983
31_19_2012-11-02,24.996400000000005
31_20_2012-11-02,5673.638200000003
31_21_2012-11-02,4208.488500000001
31_22_2012-11-02,7997.758700000006
31_23_2012-11-02,20358.357900000025
31_24_2012-11-02,5044.868499999997
31_25_2012-11-02,8921.587
31_26_2012-11-02,9187.872000000005
31_27_2012-11-02,2047.3836000000001
31_28_2012-11-02,954.2222000000002
31_29_2012-11-02,5072.054300000003
31_30_2012-11-02,2475.2829999999985
31_31_2012-11-02,2359.136799999999
31_32_2012-11-02,4401.350800000004
31_33_2012-11-02,5156.059400000001
31_34_2012-11-02,12599.523399999996
31_35_2012-11-02,1711.9412000000002
31_36_2012-11-02,1164.5709000000006
31_37_2012-11-02,2982.6835000000015
31_38_2012-11-02,80075.07540000002
31_40_2012-11-02,58398.12430000002
31_41_2012-11-02,1259.3103000000003
31_16_2012-11-02,2964.378800000002
